﻿MP's name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Start-up spend,Remaining start-up budget,Wind-up maximum budget available,Reason for budget set,Wind-up spend,Remaining wind-up budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Accommodation spend,Remaining accommodation budget,Travel and subsistence maximum budget available,Travel and subsistence spend,Other costs maximum budget available,Other costs spend,Subtotal of other parliamentary costs,Overall total spend for this financial year,pID
Dennis Skinner,Bolsover CC,23450,Standard non-London area budget,110.02,23339.98,141400,Standard non-London area budget,58055.01,83344.99,0,,0,0,0,,0,0,58165.03,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),7463.5,1386.5,0,5486.5,0,0,12950,71115.03,325
Derek Thomas,St Ives CC,23450,Standard non-London area budget,22457.99,992.01,141400,Standard non-London area budget,124020.08,17379.92,1482.97,"The full budget amount of £6,000 covers one year from the date of the MP's election. £4,517.03 covered the spend for 2015-16, and the remaining £1,482.97 was available to spend in 2016-17, until 7th May 2016.",267.6,1215.37,0,,0,0,146745.67,25696,Standard budget for renting property in the London area + uplift for two dependants + £236.00 in hotels,25404.13,291.87,0,14974.87,0,3552.06,43931.06,190676.73,4532
Derek Twigg,Halton CC,23450,Standard non-London area budget,11564.30178,11885.69822,141400,Standard non-London area budget,80108.82,61291.18,0,,0,0,0,,0,0,91673.12,20610,Standard budget for renting a property in the London area,20210.5,399.5,0,8002.4,0,0,28212.9,119886.02,429
Desmond Swayne,New Forest West CC,23450,Standard non-London area budget,3002.7,20447.3,141400,Standard non-London area budget,74352.28,67047.72,0,,0,0,0,,0,0,77354.98,3468,Hotels,3468,0,0,1435.25,0,0,4903.25,82258.23,55
Diana Johnson,Kingston upon Hull North BC,23450,Standard non-London area budget,22323.88,1126.12,141400,Standard non-London area budget,135746.54,5653.46,0,,0,0,0,,0,0,158070.42,10410,Standard budget for renting a property in constituency band E,10095.04,314.96,0,9844.24,0,0,19939.28,178009.70,1533
Diane Abbott,Hackney North and Stoke Newington BC,26100,Standard London area budget,25455.902,644.098,148500,Standard London area budget,148500.00,0.00,0,,0,0,0,,0,0,173955.90,0,,0,0,0,857.27,0,0,857.27,174813.17,172
Dominic Grieve,Beaconsfield CC,26100,Standard London area budget,16682.596,9417.404,148500,Standard London area budget,147795.77,704.23,0,,0,0,0,,0,0,164478.37,0,,0,0,0,1143.1,0,0,1143.1,165621.47,16
Dominic Raab,Esher and Walton BC,26100,Standard London area budget,3619.514,22480.486,148500,Standard London area budget,134012.95,14487.05,0,,0,0,0,,0,0,137632.46,0,,0,0,0,73.1,0,0,73.1,137705.56,4007
Douglas Carswell,Clacton CC,23450,Standard non-London area budget,21357.366,2092.634,141400,Standard non-London area budget,138455.85,2944.15,0,,0,0,0,,0,0,159813.22,13785,"Standard budget for renting a property in Constituency Band D, plus an uplift to cover the cost of one dependant",13490.31,294.69,0,4789.57,0,33.48,18313.36,178126.58,1527
Douglas Chapman,Dunfermline and West Fife CC,23450,Standard non-London area budget,18789.428,4660.572,141400,Standard non-London area budget,135262.69,6137.31,245.51,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,754.49 covered the spend for 2015-16, and the remaining £245.51 was available to spend in 2016-17, until 7th May 2016.",0,245.51,0,,0,0,154052.12,17741.02,Hotels,17741.02,0,0,32162.04,0,0,49903.06,203955.18,4402
Drew Hendry,"Inverness, Nairn, Badenoch and Strathspey CC",23450,Standard non-London area budget,23450,0,142597.79,"Standard non-London area budget plus an uplift of £1,197.79 for staff absence",132197.67,10400.12,4067.13,"The full budget amount of £6,000 covers one year from the date of the MP's election. £1,932.87 covered the spend for 2015-16, and the remaining £4,067.13 was available to spend in 2016-17, until 7th May 2016.",4028.59,38.54,0,,0,0,159676.26,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25460,0,0,33607.82,0,0,59067.82,218744.08,4467
Edward Argar,Charnwood CC,23450,Standard non-London area budget,8852.66,14597.34,141400,Standard non-London area budget,63955.06,77444.94,6000,Standard budget,397.06,5602.94,0,,0,0,73204.78,20610,Standard budget for renting a property in the London area,19523.88,1086.12,0,5097.5,0,0,24621.38,97826.16,4362
Edward Garnier,Harborough CC,23450,Standard non-London area budget,7231.99,16218.01,141400,Standard non-London area budget,126099.06,15300.94,0,,0,0,0,,0,0,133331.05,11360,Standard budget for renting a property in constituency band D,11360,0,0,6414.72,0,0,17774.72,151105.77,337
Edward Leigh,Gainsborough CC,23450,Standard non-London area budget,3803.204,19646.796,141400,Standard non-London area budget,133059.56,8340.44,0,,0,0,0,,0,0,136862.76,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),3064.01,5785.99,0,5557.02,0,0,8621.03,145483.79,345
Edward Miliband,Doncaster North CC,23450,Standard non-London area budget,15424.618,8025.382,141400,Standard non-London area budget,130132.54,11267.46,0,,0,0,0,,0,0,145557.16,15057.91,"Standard budget for renting property in constituency Band E, plus an uplift for one dependant for twelve months and one dependant for eleven months",8633.97,6423.94,0,12037.22,0,594,21265.19,166822.35,1510
Edward Timpson,Crewe and Nantwich CC,23450,Standard non-London area budget,14037.88,9412.12,141400,Standard non-London area budget,115312.99,26087.01,0,,0,0,0,,0,0,129350.87,0,,0,0,0,7817.4,0,151.2,7968.6,137319.47,1605
Edward Vaizey,Wantage CC,23450,Standard non-London area budget,12198.516,11251.484,141400,Standard non-London area budget,118033.41,23366.59,0,,0,0,0,,0,0,130231.93,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),2862.38,5987.62,0,5149.1,0,0,8011.48,138243.41,1580
Eilidh Whiteford,Banff and Buchan CC,23450,Standard non-London area budget,12610.752,10839.248,141400,Standard non-London area budget,141005.98,394.02,0,,0,0,0,,0,0,153616.73,20242.5,"Standard London area budget for eleven months plus £1,350.00 in hotel costs",18991.18,1251.32,0,22180.61,0,507.63,41679.42,195296.15,3911
Eleanor Laing,Epping Forest CC,26100,Standard London area budget,18724.08,7375.92,148500,Standard London area budget,147897.64,602.36,0,,0,0,0,,0,0,166621.72,0,,0,0,0,141,0,0,141,166762.72,36
Elizabeth Anne McInnes,Heywood and Middleton CC,23450,Standard non-London area budget,15895.928,7554.072,141400,Standard non-London area budget,123413.04,17986.96,0,,0,0,0,,0,0,139308.97,20610,Standard budget for renting a property in the London area,18552.75,2057.25,0,4623.85,0,0,23176.6,162485.57,4342
Elizabeth Truss,South West Norfolk CC,23450,Standard non-London area budget,16086.924,7363.076,141400,Standard non-London area budget,139096.35,2303.65,0,,0,0,0,,0,0,155183.27,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),2782.13,6067.87,0,6376.51,0,0,9158.64,164341.91,4097
Emily Thornberry,Islington South and Finsbury BC,26100,Standard London area budget,25229.1,870.9,148500,Standard London area budget,147175.99,1324.01,0,,0,0,0,,0,0,172405.09,0,,0,0,0,255.96,0,0,255.96,172661.05,1536
Emma Lewell-Buck,South Shields BC,23450,Standard non-London area budget,22459.36,990.64,141400,Standard non-London area budget,125241.39,16158.61,0,,0,0,0,,0,0,147700.75,20610,Standard budget for renting a property in the London area,18221.44,2388.56,0,12076.01,0,0,30297.45,177998.20,4277
Emma Reynolds,Wolverhampton North East BC,23450,Standard non-London area budget,22256.09,1193.91,152162.16,"Standard non-London area budget, plus an £10,762.16 uplift for staff absence",141178.07,10984.09,0,,0,0,0,,0,0,163434.16,10410,Standard budget for renting a property in constituency band E,9918.54,491.46,0,3630.77,0,0,13549.31,176983.47,4077
Eric Pickles,Brentwood and Ongar CC,26100,Standard London area budget,5091.77,21008.23,148500,Standard London area budget,147390.80,1109.20,0,,0,0,0,,0,0,152482.57,0,,0,0,0,0,0,0,0,152482.57,33
Fabian Hamilton,Leeds North East BC,23450,Standard non-London area budget,22000.168,1449.832,143367.49,"Standard non-London area budget, plus an an uplift of £1,967.49 for staff redundancy",127282.79,16084.70,0,,0,0,0,,0,0,149282.96,0,,0,0,0,6022.14,0,0,6022.14,155305.10,415
Fiona Bruce,Congleton CC,23450,Standard non-London area budget,19935.38,3514.62,141400,Standard non-London area budget,116821.63,24578.37,0,,0,0,0,,0,0,136757.01,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),3285.69,5564.31,0,7181.69,0,0,10467.38,147224.39,3958
Fiona Mactaggart,Slough BC,26100,Standard London area budget,18400.08,7699.92,148500,Standard London area budget,129187.79,19312.21,0,,0,0,0,,0,0,147587.87,0,,0,0,0,475.05,0,0,475.05,148062.92,12
Flick Drummond,Portsmouth South BC,23450,Standard non-London area budget,16284.072,7165.928,141400,Standard non-London area budget,139795.28,1604.72,373.47,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,626.53 covered the spend for 2015-16, and the remaining £373.47 was available to spend in 2016-17, until 7th May 2016.",74.99,298.48,0,,0,0,156154.34,0,,0,0,0,1726.67,0,0,1726.67,157881.01,4459
Francie Molloy,Mid Ulster,23450,Standard non-London area budget,11837.57,11612.43,145676,"Standard non-London area budget, plus an an uplift of £4,276.00 for staff redundancy",110800.97,34875.03,0,,0,0,0,,0,0,122638.54,0,,0,0,0,1243.04,0,0,1243.04,123881.58,4274
Frank Field,Birkenhead BC,23450,Standard non-London area budget,6093.85,17356.15,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,147493.85,0,,0,0,0,10162.86,0,0,10162.86,157656.71,478
Gareth Johnson,Dartford CC,26100,Standard London area budget,20452.88,5647.12,148500,Standard London area budget,134480.77,14019.23,0,,0,0,0,,0,0,154933.65,0,,0,0,0,1285.95,0,0,1285.95,156219.60,3970
Gareth Snell,Stoke-on-Trent Central BC,3908.34,Standard non-London area budget for two months,431.87,3476.47,23566,Standard non-London budget area for two months,0.00,23566.00,850,"The full budget amount of £6,000 covers one year from the date of the MP's election. £850.00 covered the spend for 2016-17, and the remaining £5,150.00 will be available to spend in 2017-18.",850,0,0,,0,0,1281.87,2617.15,"Standard London area budget for one month, plus £900.00 in hotel costs",900,1717.15,0,997.4,0,0,1897.4,3179.27,4595
Gareth Thomas,Harrow West BC,26100,Standard London area budget,19354.426,6745.574,148500,Standard London area budget,147352.40,1147.60,0,,0,0,0,,0,0,166706.83,0,,0,0,0,60,0,0,60,166766.83,177
Gary Streeter,South West Devon CC,23450,Standard non-London area budget,18764.04,4685.96,141400,Standard non-London area budget,132523.95,8876.05,0,,0,0,0,,0,0,151287.99,20610,Standard budget for renting a property in the London area,20610,0,0,10442.2,0,0,31052.2,182340.19,234
Gavin Barwell,Croydon Central BC,26100,Standard London area budget,23614.784,2485.216,148500,Standard London area budget,142636.14,5863.86,0,,0,0,0,,0,0,166250.92,0,,0,0,0,0,0,0,0,166250.92,3955
Gavin Newlands,Paisley and Renfrewshire North CC,23450,Standard non-London area budget,23425.39,24.61,141400,Standard non-London area budget,141367.48,32.52,2.67,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,997.33 covered the spend for 2015-16, and the remaining £2.67 was available to spend in 2016-17, until 7th May 2016.",0,2.67,0,,0,0,164792.87,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25257,203,0,26158.15,0,0,51415.15,216208.02,4420
Gavin Robinson,Belfast East,23450,Standard non-London area budget,21638.548,1811.452,141400,Standard non-London area budget,112245.33,29154.67,707.54,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,292.46 covered the spend for 2015-16, and the remaining £707.54 was available to spend in 2016-17, until 7th May 2016.",298.8,408.74,0,,0,0,134182.68,23035,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",21451.95,1583.05,0,28758.58,0,0,50210.53,184393.21,4360
Gavin Shuker,Luton South BC,23450,Standard non-London area budget,16833.45808,6616.54192,141400,Standard non-London area budget,139379.03,2020.97,0,,0,0,0,,0,0,156212.49,6525,Standard budget for an MP renting in constituency Band A for five months,5440,1085,0,2559.1,0,0,7999.1,164211.59,4013
Gavin Williamson,South Staffordshire CC,23450,Standard non-London area budget,20591.536,2858.464,141400,Standard non-London area budget,118326.00,23074.00,0,,0,0,0,,0,0,138917.54,20610,Standard budget for renting a property in the London area,17911.8,2698.2,0,6750.05,0,0,24661.85,163579.39,4108
Geoffrey Clifton-Brown,The Cotswolds CC,23450,Standard non-London area budget,10806.558,12643.442,141400,Standard non-London area budget,130583.92,10816.08,0,,0,0,0,,0,0,141390.48,0,,0,0,0,3137.78,0,0,3137.78,144528.26,249
Geoffrey Cox,Torridge and West Devon CC,23450,Standard non-London area budget,17856.36,5593.64,145102.86,"Standard non-London area budget, plus an an uplift of £3,702.86 for staff absence",132412.31,12690.55,0,,0,0,0,,0,0,150268.67,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),8605.64,244.36,0,12404.6,0,0,21010.24,171278.91,1508
Geoffrey Robinson,Coventry North West BC,23450,Standard non-London area budget,20917.904,2532.096,141400,Standard non-London area budget,136555.22,4844.78,0,,0,0,0,,0,0,157473.12,11360,Standard budget for renting a property in constituency band D,11360,0,0,19961.92,0,0,31321.92,188795.04,307
George Eustice,Camborne and Redruth CC,23450,Standard non-London area budget,13028.438,10421.562,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,154428.44,0,,0,0,0,8300.93,0,0,8300.93,162729.37,3934
George Freeman,Mid Norfolk CC,23450,Standard non-London area budget,20799.45,2650.55,141400,Standard non-London area budget,141089.24,310.76,0,,0,0,0,,0,0,161888.69,25460,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of two dependants",25459.94,0.06,0,4347.15,0,0,29807.09,191695.78,4020
George Hollingbery,Meon Valley CC,23450,Standard non-London area budget,6563.502,16886.498,141400,Standard non-London area budget,121633.52,19766.48,0,,0,0,0,,0,0,128197.02,0,,0,0,0,251.94,0,0,251.94,128448.96,4016
George Howarth,Knowsley BC,23450,Standard non-London area budget,16991.99,6458.01,141400,Standard non-London area budget,139389.30,2010.70,0,,0,0,0,,0,0,156381.29,20610,Standard budget for renting a property in the London area,20610,0,0,14248.8,0,0,34858.8,191240.09,481
George Kerevan,East Lothian CC,23450,Standard non-London area budget,21876.27,1573.73,141400,Standard non-London area budget,141400.00,0.00,246.28,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,753.72 covered the spend for 2015-16, and the remaining £246.28 was available to spend in 2016-17, until 7th May 2016.",0,246.28,0,,0,0,163276.27,20610,Standard budget for renting a property in the London area,5330.02,15279.98,0,8846.76,0,15279.98,29456.76,192733.03,4416
George Osborne,Tatton CC,23450,Standard non-London area budget,7977.16,15472.84,141400,Standard non-London area budget,140144.40,1255.60,0,,0,0,0,,0,0,148121.56,0,,0,0,0,3499.83,0,0,3499.83,151621.39,1458
Geraint Davies,Swansea West BC,23450,Standard non-London area budget,12014.01,11435.99,141400,Standard non-London area budget,125894.22,15505.78,0,,0,0,0,,0,0,137908.23,12565.45,Hotels,12565.45,0,0,4672.45,0,0,17237.9,155146.13,155
Gerald Howarth,Aldershot BC,23450,Standard non-London area budget,23166.88,283.12,141400,Standard non-London area budget,127388.21,14011.79,0,,0,0,0,,0,0,150555.09,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),4323.94,4526.06,0,2927.66,0,0,7251.6,157806.69,47
Gerald Jones,Merthyr Tydfil and Rhymney CC,23450,Standard non-London area budget,17275.132,6174.868,141400,Standard non-London area budget,128318.63,13081.37,194.2,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,805.80 covered the spend for 2015-16, and the remaining £194.20 was available to spend in 2016-17, until 7th May 2016.",0,194.2,0,,0,0,145593.76,20610,Standard budget for renting a property in the London area,20540.04,69.96,0,4749.6,0,0,25289.64,170883.40,4501
Gerald Kaufman,"Manchester, Gorton BC",21495,Standard non-London area budget for eleven months,4112.354,17382.646,129616,Standard non-London area budget for eleven months,117459.68,12156.32,0,,0,0,11828.99,"Standard non-London area budget of £53,950.00 was divided between the 2016-17 financial year (£11,828.99) and 2017-18 financial year (£42,121.01)",11828.99,0,133401.02,8112.5,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities) for eleven months,4444.35,3668.15,0,2456.55,0,0,6900.9,140301.92,451
Gill Furniss,"Sheffield, Brightside and Hillsborough BC",21495.87,Standard non-London area budget for eleven months,17883.96,3611.91,129617,Standard non-London area budget for eleven months,121105.92,8511.08,5986.5,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,986.50 covered the spend for this year, and the remaining £13.50 will be available to spend in 2017-18.",5986.5,0,0,,0,0,144976.38,19634.58,"Standard London area budget for eleven months, plus an uplift for one dependant for one month, and £540.00 in hotel costs",18383.38,1251.2,0,5388.69,0,0,23772.07,168748.45,4571
Gisela Stuart,"Birmingham, Edgbaston BC",23450,Standard non-London area budget,23430.75,19.25,141400,Standard non-London area budget,124032.37,17367.63,0,,0,0,0,,0,0,147463.12,11360,Standard budget for renting a property in constituency band D,11048.9,311.1,0,6243.24,0,0,17292.14,164755.26,296
Gloria De Piero,Ashfield CC,23450,Standard non-London area budget,15380.752,8069.248,141400,Standard non-London area budget,107063.31,34336.69,0,,0,0,0,,0,0,122444.06,20610,Standard budget for renting a property in the London area,19671.39,938.61,0,3164.78,0,0,22836.17,145280.23,3915
Glyn Davies,Montgomeryshire CC,23450,Standard non-London area budget,19788.73,3661.27,141400,Standard non-London area budget,110293.61,31106.39,0,,0,0,0,,0,0,130082.34,20610,Standard budget for renting a property in the London area,19384.8,1225.2,0,9992.42,0,0,29377.22,159459.56,4041
Gordon Henderson,Sittingbourne and Sheppey CC,23450,Standard non-London area budget,16582.46,6867.54,141400,Standard non-London area budget,115532.67,25867.33,0,,0,0,0,,0,0,132115.13,0,,0,0,0,6256.05,0,0,6256.05,138371.18,4050
Gordon Marsden,Blackpool South BC,23450,Standard non-London area budget,18917.75,4532.25,141400,Standard non-London area budget,132631.86,8768.14,0,,0,0,0,,0,0,151549.61,11360,Standard budget for renting a property in constituency band D,7932.92,3427.08,0,5251.45,0,0,13184.37,164733.98,465
Graham Allen,Nottingham North BC,23450,Standard non-London area budget,23441.81,8.19,141400,Standard non-London area budget,141400.00,0.00,0,,0,0,0,,0,0,164841.81,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),8850,0,0,6994.75,0,0,15844.75,180686.56,364
Graham Brady,Altrincham and Sale West BC,23450,Standard non-London area budget,16990.818,6459.182,141400,Standard non-London area budget,138015.72,3384.28,0,,0,0,0,,0,0,155006.54,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),8828.39,21.61,0,5914.03,0,0,14742.42,169748.96,435
Graham Evans,Weaver Vale CC,23450,Standard non-London area budget,21840.236,1609.764,142662.34,"Standard non-London area budget, plus an an uplift of £1,262.34 for staff absence",134161.74,8500.60,0,,0,0,0,,0,0,156001.98,25864.16,"Standard London area budget, plus an uplift for two dependants for ten months and three dependants for two months",21812.28,4051.88,0,10468.87,0,0,32281.15,188283.13,4081
Graham Jones,Hyndburn BC,23450,Standard non-London area budget,20635.31,2814.69,141400,Standard non-London area budget,128027.89,13372.11,0,,0,0,0,,0,0,148663.20,23035,"Standard budget for renting a property in the London area, plus an uplift to cover the cost of one dependant",23035,0,0,10738.69,0,0,33773.69,182436.89,3999
Graham Stringer,Blackley and Broughton BC,23450,Standard non-London area budget,16997.21775,6452.78225,141400,Standard non-London area budget,88161.94,53238.06,0,,0,0,0,,0,0,105159.16,16050,Hotels,16050,0,0,14783.06,0,0,30833.06,135992.22,449
Graham Stuart,Beverley and Holderness CC,23450,Standard non-London area budget,21993.512,1456.488,141400,Standard non-London area budget,138222.94,3177.06,0,,0,0,0,,0,0,160216.45,21822.48,"Standard London area budget, plus an uplift for one dependant for six months",19846.29,1976.19,0,8007.94,0,0,27854.23,188070.68,1482
Grahame Morris,Easington CC,23450,Standard non-London area budget,17505.37,5944.63,141400,Standard non-London area budget,111414.80,29985.20,0,,0,0,0,,0,0,128920.17,20610,Standard budget for renting a property in the London area,14843.6,5766.4,0,4014.4,0,0,18858,147778.17,3973
Grant Shapps,Welwyn Hatfield CC,26100,Standard London area budget,18912.09,7187.91,148500,Standard London area budget,139910.73,8589.27,0,,0,0,0,,0,0,158822.82,0,,0,0,0,1436.11,0,0,1436.11,160258.93,1582
Greg Clark,Tunbridge Wells CC,23450,Standard non-London area budget,19731.384,3718.616,141400,Standard non-London area budget,113910.68,27489.32,0,,0,0,0,,0,0,133642.06,20610,Standard budget for renting a property in the London area,19413.24,1196.76,0,1076.5,0,0,20489.74,154131.80,1578
Greg Hands,Chelsea and Fulham BC,26100,Standard London area budget,6013.83,20086.17,148500,Standard London area budget,135075.77,13424.23,0,,0,0,0,,0,0,141089.60,0,,0,0,0,69,0,0,69,141158.60,1526
Greg Knight,East Yorkshire CC,23450,Standard non-London area budget,11377.186,12072.814,141400,Standard non-London area budget,126621.32,14778.68,0,,0,0,0,,0,0,137998.51,20610,Standard budget for renting a property in the London area,19431.64,1178.36,0,7016.62,0,0,26448.26,164446.77,1200
Greg Mulholland,Leeds North West BC,23450,Standard non-London area budget,18813.98564,4636.01436,141400,Standard non-London area budget,140026.32,1373.68,0,,0,0,0,,0,0,158840.31,20610,Standard budget for renting a property in the London area,19944.2,665.8,0,10558.11,0,0,30502.31,189342.62,1540
Gregory Campbell,East Londonderry,23450,Standard non-London area budget,17978.77,5471.23,141400,Standard non-London area budget,114480.39,26919.61,0,,0,0,0,,0,0,132459.16,20610,Standard budget for renting a property in the London area,19856.17,753.83,0,23761.65,0,0,43617.82,176076.98,1409
Guto Bebb,Aberconwy CC,23450,Standard non-London area budget,18618.738,4831.262,141400,Standard non-London area budget,136448.46,4951.54,0,,0,0,0,,0,0,155067.20,31522.5,"Standard London area budget, plus an uplift for five dependants for six months and four dependants for six months",20599.84,10922.66,0,14221.2,0,103.76,34924.8,189992.00,3910
Guy Opperman,Hexham CC,23450,Standard non-London area budget,19156.26,4293.74,141400,Standard non-London area budget,132380.97,9019.03,0,,0,0,0,,0,0,151537.23,11360,Standard budget for renting a property in constituency band D,8827.76,2532.24,0,30796.89,0,0,39624.65,191161.88,4142
Hannah Bardell,Livingston CC,23450,Standard non-London area budget,23333.52,116.48,141400,Standard non-London area budget,141400.00,0.00,1857.35,"The full budget amount of £6,000 covers one year from the date of the MP's election. £4,142.65 covered the spend for 2015-16, and the remaining £1,857.35 was available to spend in 2016-17, until 7th May 2016.",0,1857.35,0,,0,0,164733.52,20610,Standard budget for renting a property in the London area,19269.04,1340.96,0,40072.49,0,0,59341.53,224075.05,4486
Harriet Harman,Camberwell and Peckham BC,26100,Standard London area budget,12082.646,14017.354,148500,Standard London area budget,148259.94,240.06,0,,0,0,0,,0,0,160342.59,0,,0,0,0,0,0,0,0,160342.59,150
Harriett Baldwin,West Worcestershire CC,23450,Standard non-London area budget,20165.82,3284.18,141400,Standard non-London area budget,139135.45,2264.55,0,,0,0,0,,0,0,159301.27,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),5149.17,3700.83,0,7172.8,0,0,12321.97,171623.24,4107
Harry Harpham,"Sheffield, Brightside and Hillsborough BC",0,,0,0,0,,0.00,0.00,111.07,"The full budget amount of £6,000 covers one year from the date of the MP's election. £5,888.93 covered the spend for 2015-16, and the remaining £111.07 was available to spend in 2016-17, until 7th May 2016.",0,111.07,2781.99,"Standard non-London area budget of £53,950.00 was divided between the 2015-16 financial year (£51,168.01) and 2016-17 financial year (£2,781.99)",2781.99,0,2781.99,0,,0,0,0,0,0,0,0,2781.99,4477
Heather Wheeler,South Derbyshire CC,23450,Standard non-London area budget,20420.306,3029.694,141400,Standard non-London area budget,129421.75,11978.25,0,,0,0,0,,0,0,149842.06,15457.5,Standard London area budget for nine months,11762.55,3694.95,0,9465.55,0,0,21228.1,171070.16,4053
Heidi Alexander,Lewisham East BC,26100,Standard London area budget,24385.176,1714.824,148500,Standard London area budget,148439.04,60.96,0,,0,0,0,,0,0,172824.22,0,,0,0,0,0,0,0,0,172824.22,4038
Heidi Allen,South Cambridgeshire CC,23450,Standard non-London area budget,15217.984,8232.016,141400,Standard non-London area budget,121141.69,20258.31,4797.88,"The full budget amount of £6,000 covers one year from the date of the MP's election. £1,202.12 covered the spend for 2015-16, and the remaining £4,797.88 was available to spend in 2016-17, until 7th May 2016.",634.68,4163.2,0,,0,0,136994.35,15660,Standard budget for renting a property in constituency band A,13943.79,1716.21,0,4142.54,0,0,18086.33,155080.68,4516
Helen Goodman,Bishop Auckland CC,23450,Standard non-London area budget,19136.11244,4313.88756,157695.62,"Standard non-London area budget, plus an an uplift of £16,295.62 for staff absence",153094.26,4601.36,0,,0,0,0,,0,0,172230.37,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),4608.37,4241.63,0,15282.06,0,0,19890.43,192120.80,1484
Helen Grant,Maidstone and The Weald CC,23450,Standard non-London area budget,17630.068,5819.932,141400,Standard non-London area budget,135986.35,5413.65,0,,0,0,0,,0,0,153616.42,12810,Standard budget for renting a property in constituency band C,6149.83,6660.17,0,1016.64,0,0,7166.47,160782.89,4018
Helen Hayes,Dulwich and West Norwood BC,26100,Standard London area budget,21275.134,4824.866,148500,Standard London area budget,148500.00,0.00,1096.94,"The full budget amount of £6,000 covers one year from the date of the MP's election. £4,903.06 covered the spend for 2015-16, and the remaining £1,096.94 was available to spend in 2016-17, until 7th May 2016.",0,1096.94,0,,0,0,169775.13,0,,0,0,0,27.9,0,0,27.9,169803.03,4510
Helen Jones,Warrington North BC,23450,Standard non-London area budget,20966.78,2483.22,141400,Standard non-London area budget,134640.44,6759.56,0,,0,0,0,,0,0,155607.22,20610,Standard budget for renting a property in the London area,18898.76,1711.24,0,9551.79,0,0,28450.55,184057.77,432
Helen Whately,Faversham and Mid Kent CC,23450,Standard non-London area budget,10510.58,12939.42,141400,Standard non-London area budget,134264.21,7135.79,4674.71,"The full budget amount of £6,000 covers one year from the date of the MP's election. £1,325.29 covered the spend for 2015-16, and the remaining £4,674.71 was available to spend in 2016-17, until 7th May 2016.",0,4674.71,0,,0,0,144774.79,20085,"Standard budget for renting a property in Constituency Band C, plus an uplift to cover the cost of three dependants",19200,885,0,3534.2,0,0,22734.2,167508.99,4527
Henry Bellingham,North West Norfolk CC,23450,Standard non-London area budget,20886.928,2563.072,141400,Standard non-London area budget,138720.68,2679.32,0,,0,0,0,,0,0,159607.61,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),5864.45,2985.55,0,4312.7,0,0,10177.15,169784.76,1441
Henry Smith,Crawley BC,23450,Standard non-London area budget,21886.372,1563.628,141400,Standard non-London area budget,131922.60,9477.40,0,,0,0,0,,0,0,153808.97,0,,0,0,0,6318.55,0,0,6318.55,160127.52,3960
Hilary Benn,Leeds Central BC,23450,Standard non-London area budget,16452.48,6997.52,141400,Standard non-London area budget,140313.62,1086.38,0,,0,0,0,,0,0,156766.10,8850,Standard budget for an MP who owns their own property and is claiming the associated costs only (such as utilities),4378.78,4471.22,0,6772.1,0,0,11150.88,167916.98,413
Holly Lynch,Halifax BC,23450,Standard non-London area budget,11837.36,11612.64,141400,Standard non-London area budget,135227.05,6172.95,3183.78,"The full budget amount of £6,000 covers one year from the date of the MP's election. £2,816.22 covered the spend for 2015-16, and the remaining £3,183.78 was available to spend in 2016-17, until 7th May 2016.",0,3183.78,0,,0,0,147064.41,20610,Standard budget for renting a property in the London area,18526.35,2083.65,0,6146.84,0,0,24673.19,171737.60,4472
